no,nama_barang,kategori,kode_barang
350,asphalt equipment lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.01.06.012
351,COMPACTING EQUIPMENT,PERALATAN DAN MESIN,1.3.2.01.01.07.000
352,Macadan Roller/Three Wheel Roler,PERALATAN DAN MESIN,1.3.2.01.01.07.001
353,Tandam Roller,PERALATAN DAN MESIN,1.3.2.01.01.07.002
354,Mesh Roller,PERALATAN DAN MESIN,1.3.2.01.01.07.003
355,Vibration Roller,PERALATAN DAN MESIN,1.3.2.01.01.07.004
356,Tyre Roller,PERALATAN DAN MESIN,1.3.2.01.01.07.005
357,Soil Stabilizer,PERALATAN DAN MESIN,1.3.2.01.01.07.006
358,Sheepfoot/Tamping Roller,PERALATAN DAN MESIN,1.3.2.01.01.07.007
359,Stamper,PERALATAN DAN MESIN,1.3.2.01.01.07.008
360,Vibration Plate,PERALATAN DAN MESIN,1.3.2.01.01.07.009
361,Pemadat Sampah,PERALATAN DAN MESIN,1.3.2.01.01.07.010
362,Truck & Bush Tyre,PERALATAN DAN MESIN,1.3.2.01.01.07.011
363,compacting equipment lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.01.07.012
364,AGGREGATE AND CONCRETE EQUIPMENT,PERALATAN DAN MESIN,1.3.2.01.01.08.000
365,Stone Crushing Plant,PERALATAN DAN MESIN,1.3.2.01.01.08.001
366,Screening Classifier,PERALATAN DAN MESIN,1.3.2.01.01.08.002
367,Stone Chuser,PERALATAN DAN MESIN,1.3.2.01.01.08.003
368,Aggregate Washer,PERALATAN DAN MESIN,1.3.2.01.01.08.004
369,Batching Plant,PERALATAN DAN MESIN,1.3.2.01.01.08.005
370,Concrete Finisher,PERALATAN DAN MESIN,1.3.2.01.01.08.006
371,Concrete Pump,PERALATAN DAN MESIN,1.3.2.01.01.08.007
372,Concrete Lift,PERALATAN DAN MESIN,1.3.2.01.01.08.008
373,Concrete Prestres,PERALATAN DAN MESIN,1.3.2.01.01.08.009
374,Concrete Cutter,PERALATAN DAN MESIN,1.3.2.01.01.08.010
375,Concrete Mixer,PERALATAN DAN MESIN,1.3.2.01.01.08.011
376,Concrete Vibrator,PERALATAN DAN MESIN,1.3.2.01.01.08.012
377,Concrete Breaker,PERALATAN DAN MESIN,1.3.2.01.01.08.013
378,Aggregate/Chip Spreader,PERALATAN DAN MESIN,1.3.2.01.01.08.014
379,Grauting Machine,PERALATAN DAN MESIN,1.3.2.01.01.08.015
380,Concrete Mould,PERALATAN DAN MESIN,1.3.2.01.01.08.016
381,Pipe Plant Equipment,PERALATAN DAN MESIN,1.3.2.01.01.08.017
382,Concrete Mixer Tandem,PERALATAN DAN MESIN,1.3.2.01.01.08.018
383,Onion Head Machine,PERALATAN DAN MESIN,1.3.2.01.01.08.019
384,Pan Mixer,PERALATAN DAN MESIN,1.3.2.01.01.08.020
385,Asbuton Mixer,PERALATAN DAN MESIN,1.3.2.01.01.08.021
386,Paddle Mixer,PERALATAN DAN MESIN,1.3.2.01.01.08.022
387,Asphalt Buton Crusher,PERALATAN DAN MESIN,1.3.2.01.01.08.023
388,Rock Drill,PERALATAN DAN MESIN,1.3.2.01.01.08.024
389,aggregate and concrete equipment lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.01.08.025
390,LOADER,PERALATAN DAN MESIN,1.3.2.01.01.09.000
391,Track Loader + Attachment,PERALATAN DAN MESIN,1.3.2.01.01.09.001
392,Wheel Loader + Attachment,PERALATAN DAN MESIN,1.3.2.01.01.09.002
393,Main Deck Loader,PERALATAN DAN MESIN,1.3.2.01.01.09.003
394,Conveyor Belt Truck,PERALATAN DAN MESIN,1.3.2.01.01.09.004
395,High Lift Loader,PERALATAN DAN MESIN,1.3.2.01.01.09.005
396,Backhoe Loader,PERALATAN DAN MESIN,1.3.2.01.01.09.006
397,loader lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.01.09.007
398,ALAT PENGANGKAT,PERALATAN DAN MESIN,1.3.2.01.01.10.000
399,Tower Crane,PERALATAN DAN MESIN,1.3.2.01.01.10.001
400,Truck Mounted Crane,PERALATAN DAN MESIN,1.3.2.01.01.10.002
401,Truck Crane,PERALATAN DAN MESIN,1.3.2.01.01.10.003
402,Wheel Crane,PERALATAN DAN MESIN,1.3.2.01.01.10.004
403,Forklift,PERALATAN DAN MESIN,1.3.2.01.01.10.005
404,Fortal Crane,PERALATAN DAN MESIN,1.3.2.01.01.10.006
405,Crawler Crane,PERALATAN DAN MESIN,1.3.2.01.01.10.007
406,Container Crane,PERALATAN DAN MESIN,1.3.2.01.01.10.008
407,Transtainer,PERALATAN DAN MESIN,1.3.2.01.01.10.009
408,Travelt Container Stacker,PERALATAN DAN MESIN,1.3.2.01.01.10.010
409,Top Loader,PERALATAN DAN MESIN,1.3.2.01.01.10.011
410,Rail Lifter,PERALATAN DAN MESIN,1.3.2.01.01.10.012
411,Track Motor Car,PERALATAN DAN MESIN,1.3.2.01.01.10.013
412,Salvage Pesawat Udara,PERALATAN DAN MESIN,1.3.2.01.01.10.014
413,Hand Palet Truck,PERALATAN DAN MESIN,1.3.2.01.01.10.015
414,Crane Shovel 20 T,PERALATAN DAN MESIN,1.3.2.01.01.10.016
415,Shop Wood Working Crane Shovel 20 T,PERALATAN DAN MESIN,1.3.2.01.01.10.017
416,alat pengangkat lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.01.10.018
417,MESIN PROSES,PERALATAN DAN MESIN,1.3.2.01.01.11.000
418,Mesin Pembuat Pellet,PERALATAN DAN MESIN,1.3.2.01.01.11.001
419,Mesin Pembuat Es,PERALATAN DAN MESIN,1.3.2.01.01.11.002
420,Mesin Penghancur Es,PERALATAN DAN MESIN,1.3.2.01.01.11.003
421,Water Treatment (Mesin Proses),PERALATAN DAN MESIN,1.3.2.01.01.11.004
422,Sea Water Treatment,PERALATAN DAN MESIN,1.3.2.01.01.11.005
423,Mesin Pengolah Dodol,PERALATAN DAN MESIN,1.3.2.01.01.11.006
424,mesin proses lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.01.11.007
425,ALAT BESAR DARAT LAINNYA,PERALATAN DAN MESIN,1.3.2.01.01.12.000
426,alat besar darat lainnya lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.01.12.001
427,ALAT BESAR APUNG,PERALATAN DAN MESIN,1.3.2.01.02.00.000
428,DREDGER,PERALATAN DAN MESIN,1.3.2.01.02.01.000
429,Suction Dredger,PERALATAN DAN MESIN,1.3.2.01.02.01.001
430,Bucket Dredger,PERALATAN DAN MESIN,1.3.2.01.02.01.002
431,Cutter Suction Dredger,PERALATAN DAN MESIN,1.3.2.01.02.01.003
432,dredger lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.02.01.004
433,FLOATING EXCAVATOR,PERALATAN DAN MESIN,1.3.2.01.02.02.000
434,Floating Excavator + Attachment,PERALATAN DAN MESIN,1.3.2.01.02.02.001
435,Floating Crane,PERALATAN DAN MESIN,1.3.2.01.02.02.002
436,Floating Pump,PERALATAN DAN MESIN,1.3.2.01.02.02.003
437,floating excavator lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.02.02.004
438,AMPHIBI DREDGER,PERALATAN DAN MESIN,1.3.2.01.02.03.000
439,Plain Suction,PERALATAN DAN MESIN,1.3.2.01.02.03.001
440,Cutter (Amphibi Dredger),PERALATAN DAN MESIN,1.3.2.01.02.03.002
441,Clamshell / Dragline,PERALATAN DAN MESIN,1.3.2.01.02.03.003
442,amphibi dredger lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.02.03.004
443,KAPAL TARIK,PERALATAN DAN MESIN,1.3.2.01.02.04.000
444,Kapal Tarik,PERALATAN DAN MESIN,1.3.2.01.02.04.001
445,kapal tarik lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.02.04.002
446,MESIN PROSES APUNG,PERALATAN DAN MESIN,1.3.2.01.02.05.000
447,Water Treatment (Mesin Proses Apung),PERALATAN DAN MESIN,1.3.2.01.02.05.001
448,mesin proses apung lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.02.05.002
449,ALAT BESAR APUNG LAINNYA,PERALATAN DAN MESIN,1.3.2.01.02.06.000
450,Alat Besar Apung lainnya,PERALATAN DAN MESIN,1.3.2.01.02.06.001
451,ALAT BANTU,PERALATAN DAN MESIN,1.3.2.01.03.00.000
452,ALAT PENARIK,PERALATAN DAN MESIN,1.3.2.01.03.01.000
453,Alat Penarik Kapal,PERALATAN DAN MESIN,1.3.2.01.03.01.001
454,Alat Penarik Jaring,PERALATAN DAN MESIN,1.3.2.01.03.01.002
455,alat penarik lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.01.003
456,FEEDER,PERALATAN DAN MESIN,1.3.2.01.03.02.000
457,Elevator /Lift,PERALATAN DAN MESIN,1.3.2.01.03.02.001
458,Belt Conveyor (Feeder),PERALATAN DAN MESIN,1.3.2.01.03.02.002
459,Screw Conveyor (Feeder),PERALATAN DAN MESIN,1.3.2.01.03.02.003
460,Escalator,PERALATAN DAN MESIN,1.3.2.01.03.02.004
461,Gandola,PERALATAN DAN MESIN,1.3.2.01.03.02.005
462,Elevator (Feeder),PERALATAN DAN MESIN,1.3.2.01.03.02.006
463,Gangway,PERALATAN DAN MESIN,1.3.2.01.03.02.007
464,feeder lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.02.008
465,COMPRESSOR,PERALATAN DAN MESIN,1.3.2.01.03.03.000
466,Transportable Compressor,PERALATAN DAN MESIN,1.3.2.01.03.03.001
467,Portable Compressor,PERALATAN DAN MESIN,1.3.2.01.03.03.002
468,Stationary Compressor,PERALATAN DAN MESIN,1.3.2.01.03.03.003
469,Air Compresor,PERALATAN DAN MESIN,1.3.2.01.03.03.004
470,Compressor Pneumatic Tool 25 GMP,PERALATAN DAN MESIN,1.3.2.01.03.03.005
471,compressor lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.03.006
472,ELECTRIC GENERATING SET,PERALATAN DAN MESIN,1.3.2.01.03.04.000
473,Transportable Generating Set,PERALATAN DAN MESIN,1.3.2.01.03.04.001
474,Portable Generating Set,PERALATAN DAN MESIN,1.3.2.01.03.04.002
475,Stationary Generating Set,PERALATAN DAN MESIN,1.3.2.01.03.04.003
476,Dynamo Electric,PERALATAN DAN MESIN,1.3.2.01.03.04.004
477,electric generating set lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.04.005
478,POMPA,PERALATAN DAN MESIN,1.3.2.01.03.05.000
479,Transportable Water Pump,PERALATAN DAN MESIN,1.3.2.01.03.05.001
480,Portable Water Pump,PERALATAN DAN MESIN,1.3.2.01.03.05.002
481,Stationary Water Pump,PERALATAN DAN MESIN,1.3.2.01.03.05.003
482,Pompa Lumpur,PERALATAN DAN MESIN,1.3.2.01.03.05.004
483,Sumersible Pump,PERALATAN DAN MESIN,1.3.2.01.03.05.005
484,Pompa Tangan,PERALATAN DAN MESIN,1.3.2.01.03.05.006
485,Pompa Angin,PERALATAN DAN MESIN,1.3.2.01.03.05.007
486,Pompa Bensin/Minyak Stationery,PERALATAN DAN MESIN,1.3.2.01.03.05.008
487,Pompa Bensin/Minyak Transportable,PERALATAN DAN MESIN,1.3.2.01.03.05.009
488,Pompa Air,PERALATAN DAN MESIN,1.3.2.01.03.05.010
489,Water Distributor,PERALATAN DAN MESIN,1.3.2.01.03.05.011
490,Water Purification,PERALATAN DAN MESIN,1.3.2.01.03.05.012
491,pompa lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.05.013
492,MESIN BOR,PERALATAN DAN MESIN,1.3.2.01.03.06.000
493,Mesin Bor Batu,PERALATAN DAN MESIN,1.3.2.01.03.06.001
494,Mesin Bor Tanah,PERALATAN DAN MESIN,1.3.2.01.03.06.002
495,Mesin Bor Beton,PERALATAN DAN MESIN,1.3.2.01.03.06.003
496,mesin bor  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.06.004
497,UNIT PEMELIHARAAN LAPANGAN,PERALATAN DAN MESIN,1.3.2.01.03.07.000
498,Mobil Workshop,PERALATAN DAN MESIN,1.3.2.01.03.07.001
499,Service Car,PERALATAN DAN MESIN,1.3.2.01.03.07.002
500,Floating Workshop,PERALATAN DAN MESIN,1.3.2.01.03.07.003
501,Road Maintenance Truck,PERALATAN DAN MESIN,1.3.2.01.03.07.004
502,Sweeper Truck,PERALATAN DAN MESIN,1.3.2.01.03.07.005
503,Wreck Car,PERALATAN DAN MESIN,1.3.2.01.03.07.006
504,Leak Detector (Unit Pemeliharaan Lapangan),PERALATAN DAN MESIN,1.3.2.01.03.07.007
505,Pipe Locator,PERALATAN DAN MESIN,1.3.2.01.03.07.008
506,Metal Locator,PERALATAN DAN MESIN,1.3.2.01.03.07.009
507,Mesin Diesel,PERALATAN DAN MESIN,1.3.2.01.03.07.010
508,Ketle Heating,PERALATAN DAN MESIN,1.3.2.01.03.07.011
509,Sweeper Penghisap Oli,PERALATAN DAN MESIN,1.3.2.01.03.07.012
510,Fuel Tank,PERALATAN DAN MESIN,1.3.2.01.03.07.013
511,Grass Colector,PERALATAN DAN MESIN,1.3.2.01.03.07.014
512,Mesin Pemotong Aspal (Draging),PERALATAN DAN MESIN,1.3.2.01.03.07.015
513,Sweeper Rotary,PERALATAN DAN MESIN,1.3.2.01.03.07.016
514,Earth Vager Truck,PERALATAN DAN MESIN,1.3.2.01.03.07.017
515,Scrapper,PERALATAN DAN MESIN,1.3.2.01.03.07.018
516,Roster,PERALATAN DAN MESIN,1.3.2.01.03.07.019
517,Shop Truck Equipment,PERALATAN DAN MESIN,1.3.2.01.03.07.020
518,unit pemeliharaan lapangan  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.07.021
519,ALAT PENGOLAHAN AIR KOTOR,PERALATAN DAN MESIN,1.3.2.01.03.08.000
520,Unit Pengolahan Air Kotor,PERALATAN DAN MESIN,1.3.2.01.03.08.001
521,alat pengolahan air kotor  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.08.002
522,PEMBANGKIT UAP AIR PANAS/STEAM GENERATOR,PERALATAN DAN MESIN,1.3.2.01.03.09.000
523,Unit Pembangkit Uap Air Panas,PERALATAN DAN MESIN,1.3.2.01.03.09.001
524,pembangkit uap air panas/steam generator  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.09.002
525,AIR PORT MAINTENANCE EQUIPMENT/ALAT BANTU PENERBANGAN,PERALATAN DAN MESIN,1.3.2.01.03.10.000
526,Ground Power Unit,PERALATAN DAN MESIN,1.3.2.01.03.10.001
527,Rotarry Movers Soneca K.38,PERALATAN DAN MESIN,1.3.2.01.03.10.002
528,Air Start Unit/Air Pressure Unit,PERALATAN DAN MESIN,1.3.2.01.03.10.003
529,Heavy Duty Electric Drill Capacity,PERALATAN DAN MESIN,1.3.2.01.03.10.004
530,A/C Towing Car,PERALATAN DAN MESIN,1.3.2.01.03.10.005
531,Runway Sweeper,PERALATAN DAN MESIN,1.3.2.01.03.10.006
532,Hanggar Sweeper,PERALATAN DAN MESIN,1.3.2.01.03.10.007
533,Bomb Lift Truck,PERALATAN DAN MESIN,1.3.2.01.03.10.008
534,Engine Washer Water Spray,PERALATAN DAN MESIN,1.3.2.01.03.10.009
535,Hydraulic Test Stand,PERALATAN DAN MESIN,1.3.2.01.03.10.010
536,Rectifier (Air Port Maintenance Equipment/alat Bantu Penerbangan),PERALATAN DAN MESIN,1.3.2.01.03.10.011
537,Flood Light,PERALATAN DAN MESIN,1.3.2.01.03.10.012
538,Early Warning.>300Nm,PERALATAN DAN MESIN,1.3.2.01.03.10.013
539,Surveilance/Iff 250-300 Nm,PERALATAN DAN MESIN,1.3.2.01.03.10.014
540,Ground Control INT,PERALATAN DAN MESIN,1.3.2.01.03.10.015
541,Jack,PERALATAN DAN MESIN,1.3.2.01.03.10.016
542,Cradle,PERALATAN DAN MESIN,1.3.2.01.03.10.017
543,Dolly,PERALATAN DAN MESIN,1.3.2.01.03.10.018
544,Stand,PERALATAN DAN MESIN,1.3.2.01.03.10.019
545,Towing Bar Univeral,PERALATAN DAN MESIN,1.3.2.01.03.10.020
546,Nitrogen Servicing,PERALATAN DAN MESIN,1.3.2.01.03.10.021
547,Botol Angine,PERALATAN DAN MESIN,1.3.2.01.03.10.022
548,Leak Bak,PERALATAN DAN MESIN,1.3.2.01.03.10.023
549,Wheel Chock (Air Port Maintenance Equipment/alat Bantu Penerbangan,PERALATAN DAN MESIN,1.3.2.01.03.10.024
550,Engine Screen,PERALATAN DAN MESIN,1.3.2.01.03.10.025
551,air port maintenance equipment/alat bantu penerbangan  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.10.026
552,MESIN TATOO,PERALATAN DAN MESIN,1.3.2.01.03.11.000
553,Mesin Tatoo Hewan,PERALATAN DAN MESIN,1.3.2.01.03.11.001
554,mesin tatoo  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.11.002
555,PERLENGKAPAN KEBAKARAN HUTAN,PERALATAN DAN MESIN,1.3.2.01.03.12.000
556,Backpack Pump (Pompa Punggung Besar),PERALATAN DAN MESIN,1.3.2.01.03.12.001
557,Floating Fire Pump (Pompa Punggung Kecil),PERALATAN DAN MESIN,1.3.2.01.03.12.002
558,Pompa Portable,PERALATAN DAN MESIN,1.3.2.01.03.12.003
559,Jet Shooter,PERALATAN DAN MESIN,1.3.2.01.03.12.004
560,Golok Pemadam,PERALATAN DAN MESIN,1.3.2.01.03.12.005
561,Blade Shovel (Sekop Pemadam),PERALATAN DAN MESIN,1.3.2.01.03.12.006
562,Sumbut,PERALATAN DAN MESIN,1.3.2.01.03.12.007
563,Veld Bed,PERALATAN DAN MESIN,1.3.2.01.03.12.008
564,Ransel Pemadam,PERALATAN DAN MESIN,1.3.2.01.03.12.009
565,Full Body Harness,PERALATAN DAN MESIN,1.3.2.01.03.12.010
566,Sit Harness,PERALATAN DAN MESIN,1.3.2.01.03.12.011
567,Figure,PERALATAN DAN MESIN,1.3.2.01.03.12.012
568,Ascender,PERALATAN DAN MESIN,1.3.2.01.03.12.013
569,Scroll Lock,PERALATAN DAN MESIN,1.3.2.01.03.12.014
570,Perlengkapan Rescue,PERALATAN DAN MESIN,1.3.2.01.03.12.015
571,Automatic Snap Hook,PERALATAN DAN MESIN,1.3.2.01.03.12.016
572,Tangga Tali,PERALATAN DAN MESIN,1.3.2.01.03.12.017
573,Nozel Tabir Alumunium,PERALATAN DAN MESIN,1.3.2.01.03.12.018
574,Nozel Kuningan Pernekel,PERALATAN DAN MESIN,1.3.2.01.03.12.019
575,Selang Air,PERALATAN DAN MESIN,1.3.2.01.03.12.020
576,Breathing Aparatus (Tabung 10 kg),PERALATAN DAN MESIN,1.3.2.01.03.12.021
577,Gepyok Pemadam,PERALATAN DAN MESIN,1.3.2.01.03.12.022
578,Fire Rake (Garu Tajam),PERALATAN DAN MESIN,1.3.2.01.03.12.023
579,Pulaski Axe (Kapak Dua Fungsi),PERALATAN DAN MESIN,1.3.2.01.03.12.024
580,Fire Tool (Garu Pacul/ Cangkul),PERALATAN DAN MESIN,1.3.2.01.03.12.025
581,Sabit Semak,PERALATAN DAN MESIN,1.3.2.01.03.12.026
582,Flapper (Pemukul Api),PERALATAN DAN MESIN,1.3.2.01.03.12.027
583,Drip Torch (Obor Sulut Tetes),PERALATAN DAN MESIN,1.3.2.01.03.12.028
584,Files (Kikir Baja),PERALATAN DAN MESIN,1.3.2.01.03.12.029
585,Kaca Mata (Lensa Tahan Panas),PERALATAN DAN MESIN,1.3.2.01.03.12.030
586,Kopel Rem,PERALATAN DAN MESIN,1.3.2.01.03.12.031
587,Felpes,PERALATAN DAN MESIN,1.3.2.01.03.12.032
588,Kantong Air,PERALATAN DAN MESIN,1.3.2.01.03.12.033
589,Batang Pompa,PERALATAN DAN MESIN,1.3.2.01.03.12.034
590,perlengkapan kebakaran hutan  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.12.035
591,PERALATAN SELAM,PERALATAN DAN MESIN,1.3.2.01.03.13.000
592,Tanks (Tabung Selam),PERALATAN DAN MESIN,1.3.2.01.03.13.001
593,Sepatu Karang,PERALATAN DAN MESIN,1.3.2.01.03.13.002
594,Knives (Pisau Selam),PERALATAN DAN MESIN,1.3.2.01.03.13.003
595,Dive Lights (Senter Selam),PERALATAN DAN MESIN,1.3.2.01.03.13.004
596,Regulator Instruments,PERALATAN DAN MESIN,1.3.2.01.03.13.005
597,Bouyancy Compensator Device (BCD),PERALATAN DAN MESIN,1.3.2.01.03.13.006
598,Belt (Sabuk Pemberat),PERALATAN DAN MESIN,1.3.2.01.03.13.007
599,Weight (Pemberat),PERALATAN DAN MESIN,1.3.2.01.03.13.008
600,Diving Gloves (Sarung Tangan Selam),PERALATAN DAN MESIN,1.3.2.01.03.13.009
601,Kompresor Selam,PERALATAN DAN MESIN,1.3.2.01.03.13.010
602,Pelampung Life Jacket,PERALATAN DAN MESIN,1.3.2.01.03.13.011
603,Tas Selam,PERALATAN DAN MESIN,1.3.2.01.03.13.012
604,Baju Selam,PERALATAN DAN MESIN,1.3.2.01.03.13.013
605,peralatan selam  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.13.014
606,PERALATAN SAR MOUNTENERING,PERALATAN DAN MESIN,1.3.2.01.03.14.000
607,Tali Kamantel Static,PERALATAN DAN MESIN,1.3.2.01.03.14.001
608,Tali Kamantel Dinamic,PERALATAN DAN MESIN,1.3.2.01.03.14.002
609,Raincoat (Ponco),PERALATAN DAN MESIN,1.3.2.01.03.14.003
610,Seat Harness,PERALATAN DAN MESIN,1.3.2.01.03.14.004
611,Prusik,PERALATAN DAN MESIN,1.3.2.01.03.14.005
612,Jummar,PERALATAN DAN MESIN,1.3.2.01.03.14.006
613,Pulley,PERALATAN DAN MESIN,1.3.2.01.03.14.007
614,Descender Figure og Eight,PERALATAN DAN MESIN,1.3.2.01.03.14.008
615,Carabiner Non Screw,PERALATAN DAN MESIN,1.3.2.01.03.14.009
616,Webbing,PERALATAN DAN MESIN,1.3.2.01.03.14.010
617,Tandu Lipat,PERALATAN DAN MESIN,1.3.2.01.03.14.011
618,peralatan sar mountenering  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.14.012
619,PERALATAN INTELEJEN,PERALATAN DAN MESIN,1.3.2.01.03.15.000
620,Voice Recorder Watch (DAS W 007),PERALATAN DAN MESIN,1.3.2.01.03.15.001
621,Spy Hidden Camera,PERALATAN DAN MESIN,1.3.2.01.03.15.002
622,Spy Camera Type Springkle,PERALATAN DAN MESIN,1.3.2.01.03.15.003
623,Detector Camera Scanner,PERALATAN DAN MESIN,1.3.2.01.03.15.004
624,peralatan intelejen  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.15.005
625,ALAT BANTU LAINNYA,PERALATAN DAN MESIN,1.3.2.01.03.16.000
626,alat bantu lainnya  lainnya (dst),PERALATAN DAN MESIN,1.3.2.01.03.16.001
627,ALAT ANGKUTAN,PERALATAN DAN MESIN,1.3.2.02.00.00.000
628,ALAT ANGKUTAN DARAT BERMOTOR,PERALATAN DAN MESIN,1.3.2.02.01.00.000
629,KENDARAAN DINAS BERMOTOR PERORANGAN,PERALATAN DAN MESIN,1.3.2.02.01.01.000
630,Sedan,PERALATAN DAN MESIN,1.3.2.02.01.01.001
631,Jeep,PERALATAN DAN MESIN,1.3.2.02.01.01.002
632,Station Wagon,PERALATAN DAN MESIN,1.3.2.02.01.01.003
633,Multi Purpose Vehicle (MPV),PERALATAN DAN MESIN,1.3.2.02.01.01.004
634,Sport Utility Vehicle (SUV),PERALATAN DAN MESIN,1.3.2.02.01.01.005
635,kendaraan dinas bermotor perorangan  lainnya (dst),PERALATAN DAN MESIN,1.3.2.02.01.01.006
636,KENDARAAN BERMOTOR PENUMPANG,PERALATAN DAN MESIN,1.3.2.02.01.02.000
637,Bus ( Penumpang 30 Orang Keatas ),PERALATAN DAN MESIN,1.3.2.02.01.02.001
638,Micro Bus ( Penumpang 15 S/D 29 Orang ),PERALATAN DAN MESIN,1.3.2.02.01.02.002
639,Mini Bus ( Penumpang 14 Orang Kebawah ),PERALATAN DAN MESIN,1.3.2.02.01.02.003
640,Kendaraan Lapis Baja,PERALATAN DAN MESIN,1.3.2.02.01.02.004
641,kendaraan bermotor penumpang  lainnya (dst),PERALATAN DAN MESIN,1.3.2.02.01.02.005
642,KENDARAAN BERMOTOR ANGKUTAN BARANG,PERALATAN DAN MESIN,1.3.2.02.01.03.000
643,Truck + Attachment,PERALATAN DAN MESIN,1.3.2.02.01.03.001
644,Pick Up,PERALATAN DAN MESIN,1.3.2.02.01.03.002
645,Yeengler/Trailer,PERALATAN DAN MESIN,1.3.2.02.01.03.003
646,Semi Trailer,PERALATAN DAN MESIN,1.3.2.02.01.03.004
647,Truck Ponton dengan Trailler,PERALATAN DAN MESIN,1.3.2.02.01.03.005
648,Dalhura,PERALATAN DAN MESIN,1.3.2.02.01.03.006
649,kendaraan bermotor angkutan barang  lainnya (dst),PERALATAN DAN MESIN,1.3.2.02.01.03.007
650,KENDARAAN BERMOTOR BERODA DUA,PERALATAN DAN MESIN,1.3.2.02.01.04.000
651,Sepeda Motor,PERALATAN DAN MESIN,1.3.2.02.01.04.001
652,Scooter,PERALATAN DAN MESIN,1.3.2.02.01.04.002
653,Sepeda Motor Perpustakaan Keliling,PERALATAN DAN MESIN,1.3.2.02.01.04.003
654,Sepeda Motor Patroli,PERALATAN DAN MESIN,1.3.2.02.01.04.004
655,Sepeda Motor Pengawalan,PERALATAN DAN MESIN,1.3.2.02.01.04.005
656,kendaraan bermotor beroda dua  lainnya (dst),PERALATAN DAN MESIN,1.3.2.02.01.04.006
657,KENDARAAN BERMOTOR BERODA TIGA,PERALATAN DAN MESIN,1.3.2.02.01.05.000
658,Baktor,PERALATAN DAN MESIN,1.3.2.02.01.05.001
659,KENDARAAN BERMOTOR KHUSUS,PERALATAN DAN MESIN,1.3.2.02.01.06.000
660,Mobil Ambulance,PERALATAN DAN MESIN,1.3.2.02.01.06.001
661,Mobil Jenazah,PERALATAN DAN MESIN,1.3.2.02.01.06.002
662,Mobil Unit Penerangan Darat,PERALATAN DAN MESIN,1.3.2.02.01.06.003
663,Mobil Pemadam Kebakaran,PERALATAN DAN MESIN,1.3.2.02.01.06.004
664,Mobil Tinja,PERALATAN DAN MESIN,1.3.2.02.01.06.005
665,Mobil Tangki Air,PERALATAN DAN MESIN,1.3.2.02.01.06.006
666,Mobil Unit Monitoring Frekwensi,PERALATAN DAN MESIN,1.3.2.02.01.06.007
667,Mobil Unit Perpustakaan Keliling,PERALATAN DAN MESIN,1.3.2.02.01.06.008
668,Mobil Unit Visual Mini (MUVIANI),PERALATAN DAN MESIN,1.3.2.02.01.06.009
669,Mobil Unit Satelite Link Van,PERALATAN DAN MESIN,1.3.2.02.01.06.010
670,Mobil Unit Panggung,PERALATAN DAN MESIN,1.3.2.02.01.06.011
671,Mobil Unit Pameran,PERALATAN DAN MESIN,1.3.2.02.01.06.012
672,Out Side Broad Cast Van Radio,PERALATAN DAN MESIN,1.3.2.02.01.06.013
673,Out Side Broad Cast Van Televisi,PERALATAN DAN MESIN,1.3.2.02.01.06.014
674,Mobil Unit Produksi Film,PERALATAN DAN MESIN,1.3.2.02.01.06.015
675,Mobil Unit Produksi Televisi,PERALATAN DAN MESIN,1.3.2.02.01.06.016
676,Mobil Unit Produksi Cinerama,PERALATAN DAN MESIN,1.3.2.02.01.06.017
677,Mobil Unit Kesehatan Masyarakat,PERALATAN DAN MESIN,1.3.2.02.01.06.018
678,Mobil Unit Kesehatan Hewan,PERALATAN DAN MESIN,1.3.2.02.01.06.019
679,Mobil Unit Tahanan,PERALATAN DAN MESIN,1.3.2.02.01.06.020
